iter	MultiClass
321	0.005694785872
322	0.005689188228
323	0.005677619184
324	0.005670147772
325	0.00566567161
326	0.005659388779
327	0.005651466357
328	0.005645503095
329	0.005631330354
330	0.005629023012
331	0.005618957958
332	0.005611461798
333	0.005601982421
334	0.005598512897
335	0.005591690868
336	0.005587950934
337	0.005582290465
338	0.005575071119
339	0.005562376567
340	0.005555344915
341	0.005547553005
342	0.005546478207
343	0.005541889602
344	0.005540367422
345	0.005532231286
346	0.005528505583
347	0.005508420382
348	0.005496189087
349	0.005486361872
350	0.005479050034
351	0.005478756019
352	0.005467008564
353	0.005458165279
354	0.00544792861
355	0.00541458903
356	0.005401340851
357	0.005390360663
358	0.005381229597
359	0.005377835266
360	0.005373818165
361	0.005370032272
362	0.005361399286
363	0.005346326894
364	0.005344762957
365	0.005335334838
366	0.005327651034
367	0.005323392337
368	0.005312676017
369	0.005306013911
370	0.005303885381
371	0.005291327979
372	0.005290657343
373	0.005286362808
374	0.005284313707
375	0.005273986199
376	0.005271345289
377	0.005268990263
378	0.005264889183
379	0.005263534326
380	0.005260407187
381	0.005255037422
382	0.005243741724
383	0.00523933676
384	0.005232761176
385	0.005231855072
386	0.005226848921
387	0.00522085173
388	0.005218091125
389	0.005215805875
390	0.005215605311
391	0.00520598696
392	0.005205104262
393	0.005201569778
394	0.005197142195
395	0.00519084575
396	0.005181202192
397	0.005179898609
398	0.005171212934
399	0.005167523053
400	0.005162545567
401	0.005154822634
402	0.005151806555
403	0.005140606731
404	0.005131241076
405	0.005124354228
406	0.005121391478
407	0.005111562831
408	0.005109229755
409	0.005101019918
410	0.005098824476
411	0.005093031277
412	0.005084877418
413	0.005080511588
414	0.005079269518
415	0.005072666095
416	0.005065521524
417	0.00505755661
418	0.005051480913
419	0.005046130273
420	0.005041361136
421	0.005037682534
422	0.005036177108
423	0.005031574967
424	0.005029885217
425	0.005026137224
426	0.005023623261
427	0.005018953424
428	0.005016174563
429	0.005013547112
430	0.005012520348
431	0.005006865622
432	0.005001268276
433	0.004993368467
434	0.00498643643
435	0.004981100531
436	0.004970864721
437	0.004963368166
438	0.004956930935
439	0.004950215151
440	0.004943348059
441	0.004942302323
442	0.004937952554
443	0.004933477427
444	0.004927541506
445	0.004920117972
446	0.004914805516
447	0.004911059413
448	0.004906712523
449	0.004905835867
450	0.00490037539
451	0.004897320676
452	0.004890930419
453	0.004889081253
454	0.004885713128
455	0.004883095487
456	0.004879845816
457	0.004877553933
458	0.004869034181
459	0.004856361072
460	0.00485320927
461	0.004846036455
462	0.004845045314
463	0.00484031594
464	0.004838117934
465	0.004836231851
466	0.00483009571
467	0.004825124478
468	0.00481947604
469	0.00481396854
470	0.004808852933
471	0.004807587401
472	0.00480179097
473	0.004800618155
474	0.004795518113
475	0.004794493686
476	0.004787435597
477	0.004785684594
478	0.004783538009
479	0.004782100073
480	0.004774168109
481	0.004770909612
482	0.004763169957
483	0.004758132792
484	0.004754183053
485	0.004751136393
486	0.004748413312
487	0.00474536254
488	0.004737445108
489	0.004732048468
490	0.004730675548
491	0.004726967876
492	0.004721737469
493	0.004717429486
494	0.00471375962
495	0.004708481055
496	0.004704192018
497	0.00470071327
498	0.004697919448
499	0.004690760041
